year,state_name,reference_period_desc,freq_desc,unit_desc,sector_desc,class_desc,commodity_desc,short_desc,group_desc,statisticcat_desc,Value
1877,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"2,010,000"
1876,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,950,000"
1875,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,870,000"
1874,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,750,000"
1873,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,560,000"
1872,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,520,000"
1871,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,480,000"
1870,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,330,000"
1869,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,430,000"
1868,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,420,000"
1867,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,400,000"
1866,ALABAMA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"1,050,000"
2025,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"27,000"
2024,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"19,000"
2023,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"38,000"
2022,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"45,000"
2021,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"18,000"
2020,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"29,000"
2019,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"37,000"
2018,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"20,000"
2017,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"32,000"
2016,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"50,000"
2015,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"36,000"
2014,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"28,000"
2013,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"51,000"
2012,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"32,000"
2011,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"35,000"
2010,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"22,000"
2009,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"20,000"
2008,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"15,000"
2007,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"22,000"
2006,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"18,000"
2005,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"22,000"
2004,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"27,000"
2003,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"22,000"
2002,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"28,000"
2001,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"28,000"
2000,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"33,000"
1999,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"30,000"
1998,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"30,000"
1997,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"40,000"
1996,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"40,000"
1995,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"22,000"
1994,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"15,000"
1993,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"10,000"
1992,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"11,000"
1991,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,000"
1990,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,000"
1989,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"13,000"
1988,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"13,000"
1987,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"15,000"
1986,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"15,000"
1985,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"14,000"
1984,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"18,000"
1983,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"13,000"
1982,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"18,000"
1981,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"30,000"
1980,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"35,000"
1979,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"45,000"
1978,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"50,000"
1977,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"50,000"
1976,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"28,000"
1975,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"12,000"
1974,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"10,000"
1973,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"9,000"
1972,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"15,000"
1971,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"16,000"
1970,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"15,000"
1969,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"20,000"
1968,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"17,000"
1967,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"21,000"
1966,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"19,000"
1965,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"20,000"
1964,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"21,000"
1963,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"18,000"
1962,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"17,000"
1961,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"21,000"
1960,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"21,000"
1959,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"22,000"
1958,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"24,000"
1957,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"28,000"
1956,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"35,000"
1955,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"40,000"
1954,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"28,000"
1953,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"27,000"
1952,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"28,000"
1951,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"25,000"
1950,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"25,000"
1949,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"25,000"
1948,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"23,000"
1947,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"23,000"
1946,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"23,000"
1945,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"23,000"
1944,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"25,000"
1943,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"24,000"
1942,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"25,000"
1941,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"29,000"
1940,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"27,000"
1939,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"25,000"
1938,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"29,000"
1937,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"27,000"
1936,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"27,000"
1935,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"26,000"
1934,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"23,000"
1933,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"25,000"
1932,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"25,000"
1931,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"21,000"
1930,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"19,000"
1929,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"18,000"
1928,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"22,000"
1927,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"24,000"
1926,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"22,000"
1925,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"19,000"
1924,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"17,000"
1923,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"23,000"
1922,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"23,000"
1921,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"21,000"
1920,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"21,000"
1919,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"22,000"
1918,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"30,000"
1917,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"28,000"
1916,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"20,000"
1915,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"20,000"
1914,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"18,000"
1913,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"17,000"
1912,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"16,000"
1911,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"15,000"
1910,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"15,000"
1909,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"17,000"
1908,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"16,000"
1907,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"15,000"
1906,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"13,000"
1905,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"13,000"
1904,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"10,000"
1903,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"12,000"
1902,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"10,000"
1901,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"12,000"
1900,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"11,000"
1899,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"13,000"
1898,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"12,000"
1897,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"11,000"
1896,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"10,000"
1895,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"8,000"
1894,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"7,000"
1893,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"6,000"
1892,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"5,000"
1891,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,000"
1890,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,000"
1889,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,000"
1888,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"4,000"
1887,ARIZONA,YEAR,ANNUAL,ACRES,CROPS,ALL CLASSES,CORN,"CORN, GRAIN - ACRES HARVESTED",FIELD CROPS,AREA HARVESTED,"3,000"
